lemma	mg_index	pos_hint	nob_ts	swe_placeholders
råvve	1	N	rumpe; bak	rumpe_SWE
ræhka	1	Phrase	mislykket kastrat	mislykket kastrat_SWE
ræjhkoesvoete	1	N	rikdom	rikdom_SWE
ræjtoe	1	N	trette; strid	trette_SWE
rïeksege	1	N	lirype	lirype_SWE
rïektese	1	N	sannhet	sannhet_SWE
rïekteskaavhte	1	Phrase	rett vinkel	rett vinkel_SWE
rïesege	1	N	blomst	blomst_SWE
rïesege	2	N	pynt	pynt_SWE
rïevtje	1	Phrase	kaldt vær med regn	kaldt vær med regn_SWE
rïhkedahke	1	N	brunst; parringstid	parringstid_SWE
rïhkede	1	N	oktober	oktober_SWE
rïhkede	2	N	brunst; parringstid	parringstid_SWE
rïngke	1	N	ring	ring_SWE
rööhtse	1	N	rotte	rotte_SWE
röövre	1	N	gevær; børse	børse_SWE
röövrebuerie	1	N	geværeier	geværeier_SWE
saadtege	1	N	sending	sending_SWE
saadteske	1	N	sandstrand; sandgrunne	sandstrand_SWE
saadthalmetje	1	N	sendebud	sendebud_SWE
saajkardahke	1	N	skinnspile; trespile som brukes langs hver side av skinnet ved spiling av skinn	skinnspile_SWE
saajoe	1	N	utsæd	utsæd_SWE
saajve	1	Phrase	underjordisk vesen; hjelpeånd	underjordisk vesen_SWE
saake	1	N	sak	sak_SWE
saakoe	1	N	sag	sag_SWE
saalehte	1	N	fangst	fangst_SWE
saalje	1	N	selje	selje_SWE
saalmegærja	1	N	salmebok	salmebok_SWE
saapma	1	Phrase	oppsmeltet og lettsaltet marg av rein, brukt som smør	oppsmeltet og lettsaltet marg av rein, brukt som smør_SWE
saasne	1	N	surved	surved_SWE
saedtie	1	N	sand	sand_SWE
saedtieåårke	1	N	sandrygg; sandbakke	sandrygg_SWE
saejhtie	1	N	spyd	spyd_SWE
saejhtieklaahka	1	N	spydstav	spydstav_SWE
saejmie	1	N	søm	søm_SWE
saejrie	1	N	sår	sår_SWE
saejrie	2	N	sei	sei_SWE
saejtie	1	N	sei	sei_SWE
saejtieklaahka	1	N	spyd	spyd_SWE
saelhtie	1	N	salt	salt_SWE
saelhtie	2	N	hav	hav_SWE
saelhtiemïjle	1	N	sjømil; nautisk mil	sjømil_SWE
saemie	1	N	same	same_SWE
saemiedigkiepresidente	1	N	sametingspresident	sametingspresident_SWE
saemiengïele	1	Phrase	samisk språk; samisk	samisk språk_SWE
saemienlaake	1	N	sameloven	sameloven_SWE
saernie	1	N	nyhet	nyhet_SWE
saerniestimmie	1	N	meddelelse; informasjon	meddelelse_SWE
saevege	1	N	flagg	flagg_SWE
saevegebiejjie	1	N	flaggdag	flaggdag_SWE
saevrie	1	N	gjennomslagsføre; løs og grov snø som ikke bærer	løs og grov snø som ikke bærer_SWE
saknoe	1	N	ondskap; sinne	ondskap_SWE
sapte	1	N	skum	skum_SWE
sarva	1	N	reinsbukk; grarein	reinsbukk_SWE
sarve	1	N	elg	elg_SWE
sarvedajve	1	N	elgvald	elgvald_SWE
savka	1	N	sal	sal_SWE
savra	1	N	surmelk	surmelk_SWE
seadtoe	1	N	fred; ro	fred_SWE
seahkoe	1	N	klov	klov_SWE
seahkoemåara	1	Phrase	knokkel i kloven	knokkel i kloven_SWE
seahkoevoeje	1	Phrase	fett kokt av klover	fett kokt av klover_SWE
sealadimmie	1	N	død	død_SWE
sealma	1	Phrase	laveste passasje mellom to fjell	laveste passasje mellom to fjell_SWE
sealoe	1	N	sjel	sjel_SWE
seamadimmie	1	N	forsoning	forsoning_SWE
seangkoe	1	N	seng	seng_SWE
seangkoegaptjese	1	N	sengteppe	sengteppe_SWE
searome	1	N	kinn; kinnbein	kinn_SWE
seasa	1	N	faster; fars søster	fars kusine_SWE
seknie	1	N	utilfredshet; irritasjon	utilfredshet_SWE
semhkie	1	Phrase	tykk løvskog	tykk løvskog_SWE
sermie	1	N	småskog; kratt	småskog_SWE
sesnie	1	Phrase	skinn som er lagt for avhåring	skinn som er lagt for avhåring_SWE
seabredahke	1	N	samfunn	samfunn_SWE
siejpie	1	N	hale	hale_SWE
siejpiegietjie	1	N	haletipp	haletipp_SWE
siepmie	1	Phrase	godt beite	godt beite_SWE
sieptie	1	N	agn; åte	agn_SWE
sierrie	1	Phrase	person som skrever	person som skrever_SWE
sihtege	1	N	abbor	abbor_SWE
sijhtie	1	Phrase	plattform på fire par høye stranger for oppbevaring av kjøtt og andre ting	oppbevaringsstillas_SWE
sijjie	1	N	sted; plass	sted_SWE
sijjienomme	1	N	stedsnavn	stedsnavn_SWE
sirrie	1	N	blåbær	blåbær_SWE
sissie	1	N	erme	erme_SWE
sisvege	1	N	innhold	innhold_SWE
sjaedtie	1	Phrase	spor etter reinbeiting	spor etter reinbeiting_SWE
sjalkememierie	1	N	smeltepunkt	smeltepunkt_SWE
sjampove	1	N	sjampo	sjampo_SWE
sjelmie	1	N	øye	øye_SWE
sjeltie	1	N	by; kirkested	by_SWE
sjeltie	2	N	marked; stevne; stort arrangement	marked_SWE
sjielege	1	N	gave	gave_SWE
sjielege	2	N	offergave	offergave_SWE
sjienie	1	N	kone; dame	kone_SWE
sjovne	1	N	tjenestejente	tjenestejente_SWE
sjuvvie	1	Phrase	varsel om dødsfall	varsel om dødsfall_SWE
sjåarhta	1	N	skjorte	skjorte_SWE
sjåarhtoe	1	N	skjorte	skjorte_SWE
sissehts-sjåarhtoe	1	N	T-skjorte	T-skjorte_SWE
sjålja	1	Phrase	rent sted bak gammen	rent sted bak gammen_SWE
sjåljoe	1	Phrase	rent sted bak gammen	rent sted bak gammen_SWE
sjædtoe	1	N	plante; vekst	plante_SWE
sjïehtedimmie	1	N	avtale; pakt; ordning	avtale_SWE
sjïeke	1	N	årsak	årsak_SWE
sjïele	1	Phrase	bryllupsgave gitt av brud og brudgom til svigerforeldre og andre	bryllupsgave_SWE
sjïele	2	N	offergave	offergave_SWE
sjïele	3	N	amulett; metall på klær eller i komsekalesje	amulett_SWE
sjïeledimmie	1	N	offerhandling	offerhandling_SWE
sjïelegierkie	1	N	offerstein	offerstein_SWE
sjïjle	1	N	glo	glo_SWE
sjïjlehåevkie	1	N	glohaug	glohaug_SWE
skaamoe	1	N	skam	skam_SWE
skaara	1	N	skade	skade_SWE
skaarja	1	N	saks	saks_SWE
skaavhte	1	N	vinkel	vinkel_SWE
skaavhtebaenie	1	N	hjørnetann	hjørnetann_SWE
skaavtjoe	1	N	skjegg	skjegg_SWE
skaavtja	1	N	skjegg	skjegg_SWE
skaehtie	1	N	skatt	skatt_SWE
såelemegaske	1	Phrase	mellomrom mellom spirer	mellomrom mellom spirer_SWE
åvtesåeleme	1	Phrase	framoverretta spire	framoverretta spire_SWE
minngiesåeleme	1	Phrase	bakoverretta spire	bakoverretta spire_SWE
åvtemennie	1	N	framtagg	framtagg_SWE
skaehtiefåvhta	1	N	skattefogd	skattefogd_SWE
skaevie	1	Phrase	begynnende skare på snø	begynnende skare på snø_SWE
skagla	1	N	bul	bul_SWE
skiblie	1	N	fiskeskjell; skjell	fiskeskjell_SWE
skiehrie	1	N	kinn; kjake	kinn_SWE
skierie	1	N	skjær	skjær_SWE
skijre	1	N	skjære	skjære_SWE
skinskieh	1	Phrase	bukser av barket skinn	bukser av barket skinn_SWE
skirreduarsta	1	N	skjærtorsdag	skjærtorsdag_SWE
skirrie	1	N	skinnvare	skinnvare_SWE
skåarhte	1	N	fjellskorte	fjellskorte_SWE
skoerhtje	1	N	valp	valp_SWE
skoerkedæjja	1	Phrase	en som går ut og inn dørene	en som går ut og inn dørene_SWE
skohtje	1	N	bukt	bukt_SWE
skopmehke	1	N	skulderkappe; ytterplagg som er hel framme, uten ermer og når til livet	kappe_SWE
skovhte	1	N	skyss	skyss_SWE
skovleme	1	N	skolegang	skolegang_SWE
skovtere	1	N	skuter	skuter_SWE
skovterevuejeme	1	N	skuterkjøring	skuterkjøring_SWE
skraejrie	1	N	impuls	impuls_SWE
skreadtere	1	N	skredder	skredder_SWE
skrovre	1	N	tøyklede	tøyklede_SWE
skruvve	1	N	skrue	skrue_SWE
skråavva	1	N	kjevle; diehinder	kjevle_SWE
skubpehke	1	N	viskelær	viskelær_SWE
skuehtie	1	N	skudd	skudd_SWE
skuehtiejaepie	1	N	skuddår	skuddår_SWE
skuehtiejaepiebiejjie	1	N	skuddårsdag	skuddårsdag_SWE
skugkie	1	N	skygge; gjenferd	skygge_SWE
skuptjie	1	N	overbredsel; regnfrakk	overbredsel_SWE
skuvle	1	N	skole	skole_SWE
skuvlehïejme	1	N	skolehjem	skolehjem_SWE
skuvlejaepie	1	N	skoleår	skoleår_SWE
skuvlemaana	1	N	skolebarn	skolebarn_SWE
skuvlevaarjoe	1	N	skoleklær	skoleklær_SWE
skuvleviermie	1	N	skolenett	skolenett_SWE
skuvmie	1	N	dekke; presenning	dekke_SWE
skuvmiedueljie	1	N	skinndekke	skinndekke_SWE
skuvtere	1	N	skuter	skuter_SWE
skåajje	1	N	skog	skog_SWE
skåake	1	N	skog	skog_SWE
skoeke	1	N	skog	skog_SWE
skååve	1	N	skog	skog_SWE
meesshnaevlie	1	N	messingnagle	messingnagle_SWE
mietiesoene	1	Phrase	spunnet senetråd lagt på yttersiden av søm	spunnet senetråd lagt på yttersiden av søm_SWE
tjïektjessoene	1	N	hælsene	hælsene_SWE
vååjmes	1	N	dyrehjerte	dyrehjerte_SWE
vååjmes	2	Phrase	marg i tre	marg i tre_SWE
vesjnjie	1	Phrase	mannshøy småskog	mannshøy småskog_SWE
skåaknge	1	N	ungsimle	ungsimle_SWE
skåakngetje	1	Phrase	liten reinkvige; liten elgkvige	liten reinkvige_SWE
skåape	1	N	skap	skap_SWE
skåerrie	1	Phrase	barket skinn uten hår	barket skinn_SWE
skåltoe	1	N	skyld	skyld_SWE
skåvloe	1	N	skole	skole_SWE
skåvnjoe	1	Phrase	fotpose på en fell	fotpose på en fell_SWE
skæltjaråavkoe	1	Phrase	snauslitt skinnfell	snauslitt skinnfell_SWE
skïedtje	1	N	kjeltring	kjeltring_SWE
skïelme	1	N	ertekrok	ertekrok_SWE
skïemtjebåara	1	N	sykebåre	sykebåre_SWE
skïemtjebïjle	1	N	sykebil	sykebil_SWE
skïemtjegåetie	1	N	sykehus	sykehus_SWE
skïemtjesåjhtere	1	N	sykepleier	sykepleier_SWE
skïeredahke	1	N	brunsttiden; parringstiden	brunsttiden_SWE
skïerede	1	N	september	september_SWE
skïerede	2	N	brunsttiden; parringstiden	brunsttiden_SWE
skïeremesarva	1	Phrase	grarein som har feiet hornene	grarein som har feiet hornene_SWE
skïhpemïjle	1	N	sjømil; nautisk mil	sjømil_SWE
slaahpoe	1	Phrase	reinens store ryggsene	ryggsene_SWE
slaahpoesoene	1	N	ryggsene	ryggsene_SWE
slaarve	1	N	løgn; løgner	løgn_SWE
slaarvestimmie	1	N	løgn	løgn_SWE
slaejvie	1	Phrase	fillet klesplagg	fillet klesplagg_SWE
slapmoehgåetie	1	Phrase	lav og vid gamme	lav og vid gamme_SWE
sleptjie	1	Phrase	bløt snø; gjennomslagsføre om våren	bløt snø_SWE
slibnehke	1	Phrase	nyfødt kalv	nyfødt kalv_SWE
sliehtie	1	N	sludd	sludd_SWE
sliehtie-elmie	1	Phrase	ruskevær med sludd	ruskevær med sludd_SWE
slogne	1	N	løgn	løgn_SWE
slognestæjja	1	N	løgner	løgner_SWE
slovvestalleme	1	N	sluhet; lureri	sluhet_SWE
slubpie	1	N	tøffel	tøffel_SWE
sluekieh	1	N	slakteavfall	slakteavfall_SWE
sluvke	1	N	sluk	sluk_SWE
slåahte	1	N	slåttonn	slåttonn_SWE
slåahte	2	N	slott	slott_SWE
slåevede	1	N	juling; pryl	juling_SWE
slæjhtoe	1	N	slit	slit_SWE
slærra	1	N	slede	slede_SWE
slïedte	1	N	spedbarn	spedbarn_SWE
slïedtetje	1	Phrase	lite spedbarn; lite nyfødt barn	lite spedbarn_SWE
slïedtje	1	Phrase	en som er våt	en som er våt_SWE
slïehtehke	1	N	snøspurv	snøspurv_SWE
slïehtehke	2	N	slettehøvel	slettehøvel_SWE
slïekte	1	N	slekt; slektning	slekt_SWE
slïmhpe	1	N	munnsår	munnsår_SWE
smaarege	1	N	dialekt; talemåte	dialekt_SWE
smaarehgaagka	1	N	dialekt	dialekt_SWE
smaarehtjïerte	1	N	dialekt	dialekt_SWE
smeele	1	N	saus	saus_SWE
snaaltije	1	N	spinnetein	spinnetein_SWE
snaejrie	1	N	skive	skive_SWE
snaeltie	1	N	spinnetein	spinnetein_SWE
snavhta	1	N	skohøybunt	skohøybunt_SWE
snjaltje	1	N	juli	juli_SWE
snjarhtja	1	N	løype; kjesemage	løype_SWE
snjeara	1	N	mus	mus_SWE
snjuhtjie	1	N	spiss; spiss fjelltopp	spiss_SWE
snjutjke	1	N	sjøfugl	sjøfugl - muligens kvinand_SWE
snjutjke	2	Phrase	lang smal spiss kniv	lang smal spiss kniv_SWE
snjåame	1	N	hare	hare_SWE
snjæjroehtæjja	1	N	skrikerunge	skrikerunge_SWE
snohke	1	N	snus	snus_SWE
snorre	1	Phrase	mindre reinbukk	mindre reinbukk_SWE
snuehtie	1	N	nygress; første gresspirer om våren	nygress_SWE
snurke	1	N	gris	gris_SWE
snåhta	1	N	orrhøne	orrhøne_SWE
snåvhta	1	N	skohøybunt	skohøybunt_SWE
snåvhtoe	1	N	skohøybunt	skohøybunt_SWE
snæhkere	1	N	snekker	snekker_SWE
snöölhke	1	N	ulv	ulv_SWE
soehpenje	1	N	lasso	lasso_SWE
soehpenjereagka	1	N	lassoring	lassoring_SWE
soejkesje	1	N	plan; idé	plan_SWE
soejvene	1	N	skygge	skygge_SWE
soelege	1	N	tyv	tyv_SWE
soelkedehteme	1	N	trøsting	trøsting_SWE
soelkehtimmie	1	N	trøst	trøst_SWE
soen´åedtjie	1	N	ryggfilet	ryggfilet_SWE
soene	1	N	sene; senetråd	sene_SWE
soerme	1	N	finger	finger_SWE
soermegåetie	1	N	fingerbøl	fingerbøl_SWE
soeve	1	N	røyk	røyk_SWE
soevestahke	1	Phrase	røykt kjøtt	røykt kjøtt_SWE
sohkerelaejpie	1	N	sukkerbrød	sukkerbrød_SWE
sohte	1	N	epidemi; influensa; sott	epidemi_SWE
sojjedimmie	1	N	bøyning	bøyning_SWE
somhpe	1	N	kaffegrut	kaffegrut_SWE
somperebieljie	1	Phrase	øre med utydelig merke	øre med utydelig merke_SWE
soptsese	1	N	fortelling	fortelling_SWE
soptsestimmie	1	N	utsagn; samtale; muntlig fortelling	samtale_SWE
sovhte	1	N	forkjølelse	forkjølelse_SWE
sovkije	1	N	roer	roer_SWE
sovme	1	N	tanke; mistanke	tanke_SWE
sovvene	1	N	lon; stilleflytende utvidelse av elv	lon_SWE
spaaneserehkere	1	N	sponhøvel	sponhøvel_SWE
spaarra	1	N	spile	spile_SWE
spaenienroehtse	1	N	sisselrot	sisselrot_SWE
spaenjie	1	N	svaberg	svaberg_SWE
speanjoe	1	Phrase	glatt bergflate som heller	glatt bergflate som heller_SWE
speejse	1	N	daler; spesidaler	daler_SWE
spidtje	1	N	småbruk; nybygg	småbruk_SWE
spoerjehke	1	N	snauflekk	snauflekk_SWE
spåavhroeåejjie	1	N	snauskalle	snauskalle_SWE
spæjhkere	1	N	spiker	spiker_SWE
spïele	1	N	instrument	instrument_SWE
spïele	2	N	spill	spill_SWE
staajne	1	N	gjeldsimle; simle som aldri får kalv	gjeldsimle_SWE
staaloe	1	N	stallo	stallo_SWE
staare	1	N	by	by_SWE
staate	1	N	stat	stat_SWE
staellie	1	N	stall	stall_SWE
staeriesvoete	1	N	rett; rettferdighet	rett_SWE
steeblege	1	N	støvel	støvel_SWE
stilleme	1	N	beskjed; mandat; påbud	beskjed_SWE
stoerrebåanta	1	N	rikmann	rikmann_SWE
stoerredeava	1	N	storbakke	storbakke_SWE
stoerredålle	1	Phrase	stor ild; stort bål	stor ild_SWE
stoerregeajnoe	1	Phrase	stor vei	storvei_SWE
stoerregiebnie	1	N	storkjele	storkjele_SWE
stoerrevïelle	1	N	storebror	storebror_SWE
stoerreåabpa	1	N	storesøster	storesøster_SWE
stovle	1	N	stol	stol_SWE
straejmie	1	N	strøm	strøm_SWE
stratjke	1	N	sprøyte	sprøyte_SWE
stratjketje	1	Phrase	liten sprøyte	liten sprøyte_SWE
stroehte	1	N	julaften	julaften_SWE
jåvle-iehkede	1	N	julaften	julaften_SWE
stråenghkie	1	N	rynke	rynke_SWE
stråmhpoe	1	N	busk; kjerr	busk_SWE
stræjjavoesse	1	N	striesekk	striesekk_SWE
stuehkie	1	N	stokk	stokk_SWE
stueriedehtije	1	N	forstørrelsesglass	forstørrelsesglass_SWE
stuhtje	1	N	del; stykke	del_SWE
stuhtjetje	1	Phrase	liten del; liten flokk	liten del_SWE
stujmie	1	N	bråk; leven	bråk_SWE
ståamhpe	1	N	trestubbe	vedkubbe_SWE
ståante	1	N	stund	stund_SWE
ståapa	1	N	hus	hus_SWE
ståapoe	1	N	hus; hytte	hus_SWE
ståaroe	1	N	størrelse	størrelse_SWE
ståvroe	1	N	styre	styre_SWE
stååkedimmie	1	N	lek	lek_SWE
stæhkoe	1	N	alen	alen_SWE
stööhtje	1	N	elg	elg_SWE
sualadimmie	1	N	tyveri	tyveri_SWE
suehpede	1	N	kalvingstid	kalvingstid_SWE
suehpede	2	N	mai	mai_SWE
suehpedebaelie	1	Phrase	tiden da de fleste simler kalver; kalvingstiden	tiden da de fleste simler kalver_SWE
suehpedsdajve	1	N	kalvingsområde	kalvingsområde_SWE
suehpedslaante	1	N	kalvingsland	kalvingsland_SWE
suehpiedimmielaante	1	N	kalvingsland	kalvingsland_SWE
suejnie	1	N	skohøy; sennegras	skohøy_SWE
suejnietjuahpa	1	Phrase	sted for skjæring av sennegras	sted for skjæring av sennegras_SWE
suelie	1	N	blodvann	blodvann_SWE
suelnie	1	N	dugg; rim	dugg_SWE
suerkie	1	N	delområde; sektor	delområde_SWE
suvhpie	1	N	asp	asp_SWE
suvhtije	1	Phrase	en som bysser et barn	en som bysser et barn_SWE
suvtiehtæjja	1	N	fergemann	fergemann_SWE
suvtije	1	Phrase	en som bysser et barn	en som bysser et barn_SWE
svaale	1	N	fjellrev; hvitrev	fjellrev_SWE
svaalhtese	1	N	lenke	lenke_SWE
svaalnoe	1	Phrase	svalt vær; tiden straks etter solnedgang	svalt vær_SWE
svaaloe	1	Phrase	kjølig vær	kjølig vær_SWE
svaatjkoe	1	N	pisk	pisk_SWE
svaejlehke	1	Phrase	kastrert rein som skal temmes	kastrert rein som skal temmes_SWE
svaejlehke	2	Phrase	reinokse under første året etter kastrering men med hornene i behold	reinokse under første året etter kastrering men med hornene i behold_SWE
svarkeldahke	1	N	mat	mat_SWE
svijrietjööse	1	Phrase	rein med hvite prikker på baken	rein med hvite prikker på baken_SWE
svirrege	1	N	spissmus	spissmus_SWE
svååjpele	1	N	flamme	flamme_SWE
svæhka	1	N	kløvsal	kløvsal_SWE
svætnoejovvehtahke	1	N	bukgjord	bukgjord_SWE
svïenske	1	N	svenske	svenske_SWE
syhtjegh	1	N	sjustjernene	sjustjernene_SWE
syjhtede	1	N	vilje	vilje_SWE
syjjehtimmie	1	N	bøyning	bøyning_SWE
sysngelasjh	1	N	innmat; innvoller	innmat_SWE
systeeme	1	N	system	system_SWE
såafoe	1	Phrase	frodig område med løvtrær; hage	frodig område med løvtrær_SWE
såaja	1	N	vinge	vinge_SWE
såajoe	1	N	vinge	vinge_SWE
såajoe	2	N	finne	finne_SWE
suaja	1	Phrase	lunt sted	lunt sted_SWE
såaltje	1	N	rykte	rykte_SWE
såangoe	1	N	frieri	frieri_SWE
såapa	1	N	såpe	såpe_SWE
såapoe	1	N	såpe	såpe_SWE
såara	1	N	fyrstikk	fyrstikk_SWE
såara	2	N	flis	flis_SWE
såarhta	1	Phrase	svart rein	svart rein_SWE
såavla	1	N	dis	dis_SWE
sådtere	1	N	synder	synder_SWE
sådtoe	1	N	synd	synd_SWE
såekie	1	N	bjørk	bjørk_SWE
såeleme	1	N	hornspire	hornspire_SWE
såelie	1	N	gren; forgrening	gren_SWE
såelie	2	N	fiskefinne	fiskefinne_SWE
såervie	1	Phrase	tørrfuru som ved	tørrfuru som ved_SWE
såevlie	1	Phrase	snøsørpe på is	snøsørpe på is_SWE
såevmie	1	Phrase	tørt beite under snøen	tørt beite under snøen_SWE
såjhtoe	1	N	omsorg	omsorg_SWE
sårkoe	1	N	sorg	sorg_SWE
såvra	1	N	surmelk	surmelk_SWE
såvroe	1	N	surmelk	surmelk_SWE
såådte	1	N	sandgrunne	sandgrunne_SWE
såågkese	1	Phrase	noe som oser svidd	noe som oser svidd_SWE
sååjvele	1	Phrase	svevende fugl	svevende fugl_SWE
sååle	1	N	øy; holme	øy_SWE
såångedimmie	1	N	frieri	frieri_SWE
såångedæjja	1	N	frier	frier_SWE
sæjjoesdålle	1	Phrase	åpen ild	åpen ild_SWE
sæjrobpe	1	N	sirup	sirup_SWE
sæjroe	1	N	side	side_SWE
sælta	1	N	sild	sild_SWE
sïejme	1	N	fiskesnøre	fiskesnøre_SWE
sïejpe	1	N	ulv	ulv_SWE
sïelske	1	N	kamerat	kamerat_SWE
sïelte	1	N	selskap	selskap_SWE
sïerkestahke	1	N	vierkratt	vierkratt_SWE
sïesele	1	Phrase	tantebarn av fars søster	tantebarn av fars søster_SWE
sïetere	1	N	seter	seter_SWE
sïeve	1	N	strek	strek_SWE
sïjte	1	N	reinbeitedistrikt; sameby	samegruppe_SWE
sïlle	1	N	skritt; steg	skritt_SWE
sïlpe	1	N	sølv	sølv_SWE
sïlpebeetnege	1	N	sølvpenge	sølvpenge_SWE
sïlpevæhta	1	N	sølvmedalje; sølvmerke	sølvmedalje_SWE
sïrve	1	N	sau; får	sau_SWE
taxisijjie	1	N	taxisentral; drosjesentral	taxisentral_SWE
taale	1	N	tall	tall_SWE
taatje	1	N	tak	tak_SWE
taavla	1	N	tavle	tavle_SWE
tablehte	1	N	tablett	tablett_SWE
teaatere	1	N	teater	teater_SWE
teegele	1	N	teglstein	teglstein_SWE
tekste	1	N	tekst	tekst_SWE
tekstegïetedalleme	1	N	tekstbehandling	tekstbehandling_SWE
tempele	1	N	tempel	tempel_SWE
telefovne	1	N	telefon	telefon_SWE
telefovnenummere	1	N	telefonnummer	telefonnummer_SWE
tjaakse	1	N	bladmage	bladmage_SWE
tjaalaldahke	1	N	skrift	skrift_SWE
tjaalege	1	N	skriv; skrift; skriving	skriv_SWE
tjaalege	2	N	Bibelen	Bibelen_SWE
tjaalege	3	N	ornament	ornament_SWE
tjaangeldahke	1	Phrase	plass i lendet hvor man driver reinen	plass i lendet hvor man driver reinen_SWE
tjaaleldhgïele	1	N	skriftspråk	skriftspråk_SWE
tjaatsege	1	N	dokument	dokument_SWE
tjaatsetje	1	Phrase	litt vann	litt vann_SWE
tjaavtese	1	N	stigning; motbakke	stigning_SWE
tjaeleme	1	N	håndskrift; skriving; skriftlig arbeide	håndskrift_SWE
tjaelemegærja	1	N	skrivebok	skrivebok_SWE
tjaelemenjoelkedasse	1	N	rettskrivningsregel	rettskrivningsregel_SWE
tjaelemevuekie	1	N	ortografi	ortografi_SWE
tjaelemevæhta	1	N	skrifttegn	skrifttegn_SWE
tjaelije	1	N	forfatter; skribent	forfatter_SWE
tjaerhvie	1	Phrase	lite rundt fjell som ligger for seg i høgfjellet	lite rundt fjell som ligger for seg i høgfjellet_SWE
tjaetsie	1	N	vann	vann_SWE
tjaetsiegaaltije	1	N	vannkilde	vannkilde_SWE
tjaetsiegïrse	1	N	vannrør	vannrør_SWE
tjagkeredeava	1	N	tørrlende; fast mark	tørrlende_SWE
tjahke	1	N	fjell; fjelltopp	fjell_SWE
tjahkebaahkoe	1	N	fjellside	fjellside_SWE
tjahta	1	N	kilo	kilo_SWE
tjahta	2	N	kile	kile_SWE
tjahta	3	N	krone	krone_SWE
tjaktje	1	N	høst	høst_SWE
tjaktjedaelvie	1	N	høstvinter; tidlig vinter	høstvinter_SWE
tjaktjelaante	1	N	høstland; høstbeiteland	høstland_SWE
tjaktjeleekeme	1	N	høstslakt	høstslakt_SWE
tjaktjeniestie	1	N	høstslakt	høstslakt_SWE
tjalke	1	N	spytt	spytt_SWE
tjalmese	1	N	nettmage	nettmage_SWE
tjarme	1	N	neve	neve_SWE
tjaste	1	N	iskrem; saftis	iskrem_SWE
tjaste	2	Phrase	våt kornsnø	våt kornsnø_SWE
tjavla	1	N	kjole	kjole_SWE
tjeallere	1	N	kjeller	kjeller_SWE
tjeapohke	1	N	hals	hals_SWE
tjeapohkelijnie	1	N	halstørkle	halstørkle_SWE
tjeara	1	N	skumring	skumring_SWE
tjearone	1	N	sigd	sigd_SWE
tjeavla	1	N	garnkavle	garnkavle_SWE
tjeavlagierkie	1	N	garnstein	garnstein_SWE
tjeavlarietjmie	1	N	kavlesnor	kavlesnor_SWE
tjeavra	1	N	oter	oter_SWE
tjeehpessohte	1	N	svartedauden	svartedauden_SWE
tjegkie	1	N	knippe	knippe_SWE
tjelmie	1	N	øye	øye_SWE
tjengkere	1	N	ball	ball_SWE
tjerkehke	1	Phrase	sko av nederste del av en fetling	sko av nederste del av en fetling_SWE
tjerkie	1	Phrase	skinnet mellom klovene på rein	skinnet mellom klovene på rein_SWE
tjerkiegoelke	1	Phrase	hår mellom klovene	hår mellom klovene_SWE
tjetskie	1	N	røyskatt	røyskatt_SWE
tjidtjaahka	1	N	mormor	mormor_SWE
tjidtjaajja	1	N	morfar; mors far	morfar_SWE
tjidtjie	1	N	mor	mor_SWE
tjiehtjere	1	N	tå	tå_SWE
tjiehtjere	2	N	lillefinger	lillefinger_SWE
tjiehtjerenietnie	1	N	ringfinger	ringfinger_SWE
tjiermie	1	N	nyre	nyre_SWE
tjietsie	1	Phrase	fars yngre bror	fars yngre bror_SWE
tjietsuve	1	Phrase	onkelbarn til fars yngre bror	onkelbarn til fars yngre bror_SWE
tjïevhtje	1	N	gråtjeld; strandsnipe	gråtjeld_SWE
tjihtese	1	N	dikt	dikt_SWE
tjillege	1	N	killing	killing_SWE
tjirkije	1	N	tillitsvalgt	tillitsvalgt_SWE
tjodte	1	Phrase	kjeft på rovdyr	kjeft på rovdyr_SWE
tjoehpe	1	Phrase	avskjær av lær eller tøy	avskjær av lær eller tøy_SWE
tjoeje	1	N	stemme; tone	stemme_SWE
tjoejenasse	1	N	uttale	uttale_SWE
tjoejhke	1	N	mygg; insekt	mygg_SWE
naerie	1	N	knott	knott_SWE
tjoele	1	N	såpe	såpe_SWE
tjoelme	1	N	knute	knute_SWE
tjoeme	1	N	fiskeskinn	fiskeskinn_SWE
tjoere	1	N	flue	flue_SWE
tjoermehtasse	1	N	bønn	bønn_SWE
tjoevke	1	N	lys	lys_SWE
tjoevke	2	N	lampe	lampe_SWE
tjoevkese	1	N	lys	lys_SWE
tjoevtenje	1	N	nøkkel	nøkkel_SWE
tjoevtje	1	N	sik	sik_SWE
tjogne	1	N	ting; husgeråd	ting_SWE
tjogne	2	N	bagasje; utrustning	bagasje_SWE
tjohkehtehteme	1	N	sammendrag	sammendrag_SWE
tjohpe	1	N	lue	lue_SWE
tjolkeme	1	Phrase	sidekile i sko	sidekile i sko_SWE
tjomhpe	1	N	bunt; hånk	bunt_SWE
tjomhpe	2	N	gruppe	gruppe_SWE
tjomhpe	3	Phrase	reinflokk på 20-30 dyr	liten flokk_SWE
tjomperdimmie	1	N	bekymring	bekymring_SWE
tjonne	1	N	tjern	tjern_SWE
tjorme	1	N	fjorårskalv	fjorårskalv_SWE
tjovle	1	N	kjole	kjole_SWE
tjovrese	1	N	nakke	nakke_SWE
tjovtjehke	1	N	pekefinger	pekefinger_SWE
